sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Closed position,958322669,XAUUSD,1,Buy,3383.67,3374.02,2025/08/07 05:11:06,2025/08/07 08:37:09,2025/08/07,2025/08/07,-965,0,-7,-972,0,3374.12,-96.5,Loss,3.43,202501026,,deusfund-sqx2
Closed position,956992066,USDJPY,1,Buy,147.701,146.962,2025/08/06 04:02:37,2025/08/07 09:45:02,2025/08/06,2025/08/07,-502.85,20.25,-7,-489.60,150.063,146.962,-73.9,Loss,29.71,202501015,,deusfund-sqx2
Closed position,958590359,XAUUSD,1,Buy,3390.63,3396.52,2025/08/07 10:25:03,2025/08/07 11:00:00,2025/08/07,2025/08/07,589,0,-7,582,0,3379.3,58.9,Win,0.58,1007,,deusfund-sqx1
Closed position,958592058,XAUUSD,1,Buy,3391.16,3382.75,2025/08/07 10:25:38,2025/08/07 11:07:26,2025/08/07,2025/08/07,-841,0,-7,-848,0,3381.68,-84.1,Loss,0.7,202501022,,deusfund-sqx2
Closed position,958590319,XAUUSD,1,Buy,3390.63,3379.96,2025/08/07 10:25:03,2025/08/07 11:16:05,2025/08/07,2025/08/07,-1067,0,-7,-1074,0,3379.98,-106.7,Loss,0.85,202501025,,deusfund-sqx2
Closed position,958590354,XAUUSD,1,Buy,3390.63,3379.77,2025/08/07 10:25:03,2025/08/07 11:16:05,2025/08/07,2025/08/07,-1086,0,-7,-1093,3512.54,3379.95,-108.6,Loss,0.85,202501024,,deusfund-sqx2
Closed position,958590346,XAUUSD,1,Buy,3390.63,3379.72,2025/08/07 10:25:03,2025/08/07 11:16:06,2025/08/07,2025/08/07,-1091,0,-7,-1098,3695.62,3379.75,-109.1,Loss,0.85,202501027,,deusfund-sqx2
Closed position,958590302,XAUUSD,1,Buy,3390.63,3379.56,2025/08/07 10:25:03,2025/08/07 11:16:29,2025/08/07,2025/08/07,-1107,0,-7,-1114,3512.54,3379.56,-110.7,Loss,0.86,202501023,,deusfund-sqx2
Closed position,958590262,XAUUSD,1,Buy,3390.63,3379.56,2025/08/07 10:25:03,2025/08/07 11:16:29,2025/08/07,2025/08/07,-1107,0,-7,-1114,3512.54,3379.56,-110.7,Loss,0.86,1006,,deusfund-sqx1
Closed position,959124449,USTEC,8,Buy,23527.6,23493.3,2025/08/07 16:40:04,2025/08/07 17:10:09,2025/08/07,2025/08/07,-274.4,0,0,-274.4,0,21174.72,-34.3,Loss,0.5,9,,deusfund-sqx1
Closed position,959101664,USTEC,8,Buy,23495.2,23484.3,2025/08/07 16:31:41,2025/08/07 17:10:12,2025/08/07,2025/08/07,-87.2,0,0,-87.2,0,22789.48,-10.9,Loss,0.64,202501011,,deusfund-sqx2
Closed position,958683739,USTEC,8,Buy,23432.3,23390.6,2025/08/07 11:10:13,2025/08/07 18:28:06,2025/08/07,2025/08/07,-333.6,0,0,-333.6,23783.68,23373.5,-41.7,Loss,7.3,202501005,,deusfund-sqx2
Closed position,959172974,USTEC,16,Buy,23548.4,23334.1,2025/08/07 16:57:41,2025/08/07 22:45:00,2025/08/07,2025/08/07,-3428.8,0,0,-3428.8,24959.8,23076.04,-214.3,Loss,5.79,202501010,,deusfund-sqx2
Closed position,959242736,USTEC,8,Buy,23507.5,23334.1,2025/08/07 17:17:13,2025/08/07 22:45:00,2025/08/07,2025/08/07,-1387.2,0,0,-1387.2,0,22801.99,-173.4,Loss,5.46,202501011,,deusfund-sqx2
Closed position,959620372,USTEC,8,Buy,23290.8,23333.5,2025/08/07 21:53:27,2025/08/07 22:45:00,2025/08/07,2025/08/07,341.6,0,0,341.6,0,20960.16,42.7,Win,0.86,9,,deusfund-sqx1
Closed position,961024084,USTEC,5,Buy,23595.3,23576.2,2025/08/08 17:33:30,2025/08/08 19:00:00,2025/08/08,2025/08/08,-95.5,0,0,-95.5,23712.91,23476.97,-19.1,Loss,1.44,1,,deusfund-sqx1
Closed position,957045841,GBPJPY,1,Buy,196.478,198.661,2025/08/06 05:13:40,2025/08/08 20:00:01,2025/08/06,2025/08/08,1477.68,28.78,-7,1499.46,200.426,195.326,218.3,Win,62.77,202501002,,deusfund-sqx2
Closed position,959330356,GBPJPY,1,Buy,197.705,198.661,2025/08/07 18:00:02,2025/08/08 20:00:01,2025/08/07,2025/08/08,647.12,7.2,-7,647.32,203.037,196.899,95.6,Win,26,202501003,,deusfund-sqx2
Closed position,961144007,USTEC,8,Buy,23594.3,23581.7,2025/08/08 19:16:45,2025/08/08 22:45:00,2025/08/08,2025/08/08,-100.8,0,0,-100.8,0,21234.65,-12.6,Loss,3.47,9,,deusfund-sqx1
Closed position,961464452,BTCUSD,0.8,Buy,117727.75,117169.13,2025/08/09 13:14:51,2025/08/09 14:36:12,2025/08/09,2025/08/09,-446.9,0,0,-446.9,0,117167.78,-558.6,Loss,1.36,1001,,deusfund-sqx1
Closed position,961760119,XAUUSD,1,Buy,3405.1,3392.69,2025/08/11 01:02:07,2025/08/11 01:11:31,2025/08/11,2025/08/11,-1241,0,-7,-1248,0,3392.88,-124.1,Loss,0.16,202501026,,deusfund-sqx2
Closed position,963074081,USDJPY,1,Buy,148.23,148.235,2025/08/12 01:43:19,2025/08/12 15:30:01,2025/08/12,2025/08/12,3.37,0,-7,-3.63,150.748,146.746,0.5,Loss,13.78,202501014,,deusfund-sqx2
Closed position,963074083,USDJPY,1,Buy,148.23,147.949,2025/08/12 01:43:19,2025/08/12 15:30:09,2025/08/12,2025/08/12,-189.93,0,-7,-196.93,150.303,147.956,-28.1,Loss,13.78,202501013,,deusfund-sqx2
Closed position,963074079,USDJPY,1,Buy,148.23,147.949,2025/08/12 01:43:19,2025/08/12 15:30:09,2025/08/12,2025/08/12,-189.93,0,-7,-196.93,150.896,147.956,-28.1,Loss,13.78,202501018,,deusfund-sqx2
Closed position,963074074,USDJPY,1,Buy,148.23,147.836,2025/08/12 01:43:19,2025/08/12 15:30:12,2025/08/12,2025/08/12,-266.51,0,-7,-273.51,150.748,147.853,-39.4,Loss,13.78,202501016,,deusfund-sqx2
Closed position,963074071,USDJPY,1,Buy,148.23,147.83,2025/08/12 01:43:19,2025/08/12 15:30:12,2025/08/12,2025/08/12,-270.58,0,-7,-277.58,151.193,147.836,-40,Loss,13.78,202501020,,deusfund-sqx2
Closed position,964045399,USTEC,8,Buy,23674.7,23816.5,2025/08/12 17:52:14,2025/08/12 22:45:00,2025/08/12,2025/08/12,1134.4,0,0,1134.4,0,21306.83,141.8,Win,4.88,9,,deusfund-sqx1
